longname,Poverty %,LICO-AT %,Household Income < $50k %,Household Income $50k - $100k %,Household Income > $100k %,Household income < C$50k %,Household income C$50k - C$100k %,Household income > C$100k %,Individual Income < $50k %,Individual Income $50k - $100k %,Individual Income > $100k %,Individual income < C$50k %,Individual income C$50k - C$100k %,Individual income > C$100k %
"Katavi, Tanzania",,,,,,,,,,,,,,
"Saga, Japan",,,,,,,,,,,,,,
"Paktiyā, Afghanistan",,,,,,,,,,,,,,
"Agusan del Sur, Philippines",,,,,,,,,,,,,,
"Phetchabun, Thailand",,,,,,,,,,,,,,
"Saraburi, Thailand",,,,,,,,,,,,,,
"Collines, Benin",,,,,,,,,,,,,,
"Chüy, Kyrgyzstan",,,,,,,,,,,,,,
"Shārī al Awsaṭ, Chad",,,,,,,,,,,,,,
"Western North, Ghana",,,,,,,,,,,,,,
"Kamphaeng Phet, Thailand",,,,,,,,,,,,,,
"Ica, Peru",,,,,,,,,,,,,,
"Ahal, Turkmenistan",,,,,,,,,,,,,,
"Gharb Dārfūr, Sudan",,,,,,,,,,,,,,
"Bataan, Philippines",,,,,,,,,,,,,,
"Vaud, Switzerland",,,,,,,,,,,,,,
"Yamanasi, Japan",,,,,,,,,,,,,,
"Kolda, Senegal",,,,,,,,,,,,,,
"Oum el Bouaghi, Algeria",,,,,,,,,,,,,,
"Matebeleland South, Zimbabwe",,,,,,,,,,,,,,
"Shamāl al Bāţinah, Oman",,,,,,,,,,,,,,
"Upper West, Ghana",,,,,,,,,,,,,,
"Al Janūbī, Eritrea",,,,,,,,,,,,,,
"Košický kraj, Slovakia",,,,,,,,,,,,,,
"Gao, Mali",,,,,,,,,,,,,,
"Capiz, Philippines",,,,,,,,,,,,,,
"Shārī Bāqirmī, Chad",,,,,,,,,,,,,,
"Sirdaryo, Uzbekistan",,,,,,,,,,,,,,
"Phuket, Thailand",,,,,,,,,,,,,,
"Litoral, Equatorial Guinea",,,,,,,,,,,,,,
"Chaiyaphum, Thailand",,,,,,,,,,,,,,
"Liban-Sud, Lebanon",,,,,,,,,,,,,,
"Ḥajjar Lamīs, Chad",,,,,,,,,,,,,,
"Kurganskaya oblast', Russia",,,,,,,,,,,,,,
"Northern Samar, Philippines",,,,,,,,,,,,,,
"Agusan del Norte, Philippines",,,,,,,,,,,,,,
"Kanchanaburi, Thailand",,,,,,,,,,,,,,
"Colima, Mexico",,,,,,,,,,,,,,
"Banteay Mean Choăy [Bântéay Méanchey], Cambodia",,,,,,,,,,,,,,
"Ústecký kraj, Czech Republic",,,,,,,,,,,,,,
"El Oued, Algeria",,,,,,,,,,,,,,
"Al Maḩwīt, Yemen",,,,,,,,,,,,,,
"Tbilisi, Georgia",,,,,,,,,,,,,,
"Sjælland, Denmark",,,,,,,,,,,,,,
"Māyū Kībbī al Gharbī, Chad",,,,,,,,,,,,,,
"Lampang, Thailand",,,,,,,,,,,,,,
"Bordj Bou Arréridj, Algeria",,,,,,,,,,,,,,
"Mulanje, Malawi",,,,,,,,,,,,,,
"Ryanggang-do [Ryangkangto], North Korea",,,,,,,,,,,,,,
"Kampong Spueu [Kâmpóng Spœ], Cambodia",,,,,,,,,,,,,,
"Ţarābulus, Libya",,,,,,,,,,,,,,
"Eastern Highlands, Papua New Guinea",,,,,,,,,,,,,,
"Malatya, Turkey",,,,,,,,,,,,,,
"Mérida, Venezuela",,,,,,,,,,,,,,
"Sousse, Tunisia",,,,,,,,,,,,,,
"Qīrā, Chad",,,,,,,,,,,,,,
"Farāh, Afghanistan",,,,,,,,,,,,,,
"Morobe, Papua New Guinea",,,,,,,,,,,,,,
"Soltüstik Qazaqstan oblysy, Kazakhstan",,,,,,,,,,,,,,
"Hukui, Japan",,,,,,,,,,,,,,
"Qyzylorda oblysy, Kazakhstan",,,,,,,,,,,,,,
"Grad Zagreb, Croatia",,,,,,,,,,,,,,
"Amurskaya oblast', Russia",,,,,,,,,,,,,,
"La Libertad, El Salvador",,,,,,,,,,,,,,
"Hoima, Uganda",,,,,,,,,,,,,,
"Chachoengsao, Thailand",,,,,,,,,,,,,,
"Būr Sa‘īd, Egypt",,,,,,,,,,,,,,
"Dowa, Malawi",,,,,,,,,,,,,,
"North Dakota, USA",0.10723002711189421,,0.36583365460195943,0.31607790626709953,0.31808843913094104,,,,0.6319247170911503,0.2684412229778767,0.09963405993097299,,,
"Ilocos Sur, Philippines",,,,,,,,,,,,,,
"Lanao del Sur, Philippines",,,,,,,,,,,,,,
"Braga, Portugal",,,,,,,,,,,,,,
"Anosy, Madagascar",,,,,,,,,,,,,,
"Camagüey, Cuba",,,,,,,,,,,,,,
"Annaba, Algeria",,,,,,,,,,,,,,
"New Brunswick, Canada",,0.037954625228167616,,,,0.3223055127505358,0.369041134237117,0.30865335301234714,,,,0.6701971272733313,0.2698479532200039,0.059954919506664935
"Central, Botswana",,,,,,,,,,,,,,
"Mangghystaū oblysy, Kazakhstan",,,,,,,,,,,,,,
"Escuintla, Guatemala",,,,,,,,,,,,,,
"Komi, Respublika, Russia",,,,,,,,,,,,,,
"Erzurum, Turkey",,,,,,,,,,,,,,
"Jujuy, Argentina",,,,,,,,,,,,,,
"Pavlodar oblysy, Kazakhstan",,,,,,,,,,,,,,
"Machinga, Malawi",,,,,,,,,,,,,,
"Tirol, Austria",,,,,,,,,,,,,,
"Cibao Sur, Dominican Republic",,,,,,,,,,,,,,
"Kajiado, Kenya",,,,,,,,,,,,,,
"Sarangani, Philippines",,,,,,,,,,,,,,
"Ratchaburi, Thailand",,,,,,,,,,,,,,
"Hebron, State of Palestine",,,,,,,,,,,,,,
"Nyeri, Kenya",,,,,,,,,,,,,,
"Tébessa, Algeria",,,,,,,,,,,,,,
"Maha Sarakham, Thailand",,,,,,,,,,,,,,
"San Juan, Argentina",,,,,,,,,,,,,,
"Iaşi, Romania",,,,,,,,,,,,,,
"Aḑ Ḑāli‘, Yemen",,,,,,,,,,,,,,
"Shabwah, Yemen",,,,,,,,,,,,,,
"Yên Bái, Vietnam",,,,,,,,,,,,,,
"Chimaltenango, Guatemala",,,,,,,,,,,,,,
"Mukono, Uganda",,,,,,,,,,,,,,
"Villa Clara, Cuba",,,,,,,,,,,,,,
"Embu, Kenya",,,,,,,,,,,,,,
"Dādra and Nagar Haveli and Damān and Diu, India",,,,,,,,,,,,,,
"Couffo, Benin",,,,,,,,,,,,,,
"Liban-Nord, Lebanon",,,,,,,,,,,,,,
"Oti, Ghana",,,,,,,,,,,,,,
"Kalimantan Utara, Indonesia",,,,,,,,,,,,,,
"Misamis Occidental, Philippines",,,,,,,,,,,,,,
"Tokusima, Japan",,,,,,,,,,,,,,
"Orlovskaya oblast', Russia",,,,,,,,,,,,,,
"Guárico, Venezuela",,,,,,,,,,,,,,
"Ţarţūs, Syria",,,,,,,,,,,,,,
"Togdheer, Somalia",,,,,,,,,,,,,,
"Kampong Chaam [Kâmpóng Cham], Cambodia",,,,,,,,,,,,,,
"Ayacucho, Peru",,,,,,,,,,,,,,
"Baringo, Kenya",,,,,,,,,,,,,,
"Zamboanga Sibugay, Philippines",,,,,,,,,,,,,,
"Mchinji, Malawi",,,,,,,,,,,,,,
"Itasy, Madagascar",,,,,,,,,,,,,,
"Arua, Uganda",,,,,,,,,,,,,,
"Jerusalem, State of Palestine",,,,,,,,,,,,,,
"Prahova, Romania",,,,,,,,,,,,,,
"Laghouat, Algeria",,,,,,,,,,,,,,
"Alaska, USA",0.10436971324349198,,0.29042796512027197,0.31376805239807626,0.3958039824816518,,,,0.6079118522058152,0.2599412495684262,0.13214689822575845,,,
"Río Negro, Argentina",,,,,,,,,,,,,,
"Southern Highlands, Papua New Guinea",,,,,,,,,,,,,,
"Surigao del Norte, Philippines",,,,,,,,,,,,,,
"Najrān, Saudi Arabia",,,,,,,,,,,,,,
"Trabzon, Turkey",,,,,,,,,,,,,,
"Lạng Sơn, Vietnam",,,,,,,,,,,,,,
"Hà Giang, Vietnam",,,,,,,,,,,,,,
"Namibe, Angola",,,,,,,,,,,,,,
"Sar-e Pul, Afghanistan",,,,,,,,,,,,,,
"Mono, Benin",,,,,,,,,,,,,,
"Amoron'i Mania, Madagascar",,,,,,,,,,,,,,
"Kaffrine, Senegal",,,,,,,,,,,,,,
"Zonguldak, Turkey",,,,,,,,,,,,,,
"Nyandarua, Kenya",,,,,,,,,,,,,,
"Sud-Est, Haiti",,,,,,,,,,,,,,
"Sidi Bel Abbès, Algeria",,,,,,,,,,,,,,
"Kôti, Japan",,,,,,,,,,,,,,
"Yumbe, Uganda",,,,,,,,,,,,,,
"Warrap, South Sudan",,,,,,,,,,,,,,
"Esmeraldas, Ecuador",,,,,,,,,,,,,,
"Semnān, Iran",,,,,,,,,,,,,,
"Abyan, Yemen",,,,,,,,,,,,,,
"Nur-Sultan, Kazakhstan",,,,,,,,,,,,,,
"Djibouti, Djibouti",,,,,,,,,,,,,,
"Donga, Benin",,,,,,,,,,,,,,
"Al Jawf, Yemen",,,,,,,,,,,,,,
"Al Baţḩā’, Chad",,,,,,,,,,,,,,
"Erevan, Armenia",,,,,,,,,,,,,,
"Bremen, Germany",,,,,,,,,,,,,,
"Tuyên Quang, Vietnam",,,,,,,,,,,,,,
"Murmanskaya oblast', Russia",,,,,,,,,,,,,,
"Matam, Senegal",,,,,,,,,,,,,,
"West Pokot, Kenya",,,,,,,,,,,,,,
"Ntcheu, Malawi",,,,,,,,,,,,,,
"Bujumbura Rural, Burundi",,,,,,,,,,,,,,
"Matanzas, Cuba",,,,,,,,,,,,,,
"Plateau, Benin",,,,,,,,,,,,,,
"Afyonkarahisar, Turkey",,,,,,,,,,,,,,
"Wardak, Afghanistan",,,,,,,,,,,,,,
"Bāmyān, Afghanistan",,,,,,,,,,,,,,
"Sivas, Turkey",,,,,,,,,,,,,,
"Timiş, Romania",,,,,,,,,,,,,,
"District of Columbia, USA",0.15442337070826043,,0.29294991879804394,0.23532827855032906,0.4717218026516271,,,,0.44423335317839835,0.2731583608326787,0.2826082859889229,,,
"Cibao Nordeste, Dominican Republic",,,,,,,,,,,,,,
"Žilinský kraj, Slovakia",,,,,,,,,,,,,,
"Cluj, Romania",,,,,,,,,,,,,,
"El Oro, Ecuador",,,,,,,,,,,,,,
"Laghmān, Afghanistan",,,,,,,,,,,,,,
"Hòa Bình, Vietnam",,,,,,,,,,,,,,
"Niamey, Niger",,,,,,,,,,,,,,
"Kouilou, Congo",,,,,,,,,,,,,,
"Aargau, Switzerland",,,,,,,,,,,,,,
"Kohgīlūyeh va Bowyer Aḩmad, Iran",,,,,,,,,,,,,,
"Banjul, The Gambia",,,,,,,,,,,,,,
"Trujillo, Venezuela",,,,,,,,,,,,,,
"Agadez, Niger",,,,,,,,,,,,,,
"Lào Cai, Vietnam",,,,,,,,,,,,,,
"Vihiga, Kenya",,,,,,,,,,,,,,
"Itapúa, Paraguay",,,,,,,,,,,,,,
"Yuma, Dominican Republic",,,,,,,,,,,,,,
"Plovdiv, Bulgaria",,,,,,,,,,,,,,
"Nyamira, Kenya",,,,,,,,,,,,,,
"Ziguinchor, Senegal",,,,,,,,,,,,,,
"Nitriansky kraj, Slovakia",,,,,,,,,,,,,,
"Bioko Norte, Equatorial Guinea",,,,,,,,,,,,,,
"Adıyaman, Turkey",,,,,,,,,,,,,,
"Aklan, Philippines",,,,,,,,,,,,,,
"Severnaya Osetiya-Alaniya, Respublika, Russia",,,,,,,,,,,,,,
"Camarines Norte, Philippines",,,,,,,,,,,,,,
"Fryslân, Netherlands",,,,,,,,,,,,,,
"As Suways, Egypt",,,,,,,,,,,,,,
"Oslo, Norway",,,,,,,,,,,,,,
"Antique, Philippines",,,,,,,,,,,,,,
"Higuamo, Dominican Republic",,,,,,,,,,,,,,
"Ilocos Norte, Philippines",,,,,,,,,,,,,,
"Ordu, Turkey",,,,,,,,,,,,,,
"Banskobystrický kraj, Slovakia",,,,,,,,,,,,,,
"Bari, Somalia",,,,,,,,,,,,,,
"Enga, Papua New Guinea",,,,,,,,,,,,,,
"Simane, Japan",,,,,,,,,,,,,,
"Tororo, Uganda",,,,,,,,,,,,,,
"Cibitoke, Burundi",,,,,,,,,,,,,,
"Neuquén, Argentina",,,,,,,,,,,,,,
"Davao Oriental, Philippines",,,,,,,,,,,,,,
"Isingiro, Uganda",,,,,,,,,,,,,,
"Constanţa, Romania",,,,,,,,,,,,,,
"Harjumaa, Estonia",,,,,,,,,,,,,,
"Borsod-Abaúj-Zemplén, Hungary",,,,,,,,,,,,,,
"Surigao del Sur, Philippines",,,,,,,,,,,,,,
"Mbarara, Uganda",,,,,,,,,,,,,,
"Al Aḩmadī, Kuwait",,,,,,,,,,,,,,
"Ruyigi, Burundi",,,,,,,,,,,,,,
"Mudug, Somalia",,,,,,,,,,,,,,
"Kampong Thum [Kâmpóng Thum], Cambodia",,,,,,,,,,,,,,
"Chubut, Argentina",,,,,,,,,,,,,,
"Batman, Turkey",,,,,,,,,,,,,,
"Prachin Buri, Thailand",,,,,,,,,,,,,,
"Sikkim, India",,,,,,,,,,,,,,
"Mariy El, Respublika, Russia",,,,,,,,,,,,,,
"Maţrūḩ, Egypt",,,,,,,,,,,,,,
"Bongolava, Madagascar",,,,,,,,,,,,,,
"Elazığ, Turkey",,,,,,,,,,,,,,
"Vermont, USA",0.10526799446745534,,0.3656261444762216,0.3165680318824603,0.31780582364131815,,,,0.6629353112454769,0.24695681228354086,0.0901078764709822,,,
"Yaracuy, Venezuela",,,,,,,,,,,,,,
"Aveiro, Portugal",,,,,,,,,,,,,,
"Iganga, Uganda",,,,,,,,,,,,,,
"Wasaţ Dārfūr, Sudan",,,,,,,,,,,,,,
"Jowzjān, Afghanistan",,,,,,,,,,,,,,
"Chuquisaca, Bolivia",,,,,,,,,,,,,,
"Dolj, Romania",,,,,,,,,,,,,,
"Rīga, Latvia",,,,,,,,,,,,,,
"Caaguazú, Paraguay",,,,,,,,,,,,,,
"Madang, Papua New Guinea",,,,,,,,,,,,,,
"Makamba, Burundi",,,,,,,,,,,,,,
"Kríti, Greece",,,,,,,,,,,,,,
"Conakry, Guinea",,,,,,,,,,,,,,
"Al Buḩayrah, Chad",,,,,,,,,,,,,,
"Casanare, Colombia",,,,,,,,,,,,,,
"Hela, Papua New Guinea",,,,,,,,,,,,,,
"Unity, South Sudan",,,,,,,,,,,,,,
"Kunaṟ, Afghanistan",,,,,,,,,,,,,,
"Quảng Trị, Vietnam",,,,,,,,,,,,,,
"Raymah, Yemen",,,,,,,,,,,,,,
"Sukhothai, Thailand",,,,,,,,,,,,,,
"Ağrı, Turkey",,,,,,,,,,,,,,
"Bratislavský kraj, Slovakia",,,,,,,,,,,,,,
"Kostromskaya oblast', Russia",,,,,,,,,,,,,,
"Savannah, Ghana",,,,,,,,,,,,,,
"Mbale, Uganda",,,,,,,,,,,,,,
"Bizerte, Tunisia",,,,,,,,,,,,,,
"Antofagasta, Chile",,,,,,,,,,,,,,
"Kairouan, Tunisia",,,,,,,,,,,,,,
"Monastir, Tunisia",,,,,,,,,,,,,,
"Jihočeský kraj, Czech Republic",,,,,,,,,,,,,,
"Oruro, Bolivia",,,,,,,,,,,,,,
"Suchitepéquez, Guatemala",,,,,,,,,,,,,,
"Yoro, Honduras",,,,,,,,,,,,,,
"North East, Ghana",,,,,,,,,,,,,,
"Chanthaburi, Thailand",,,,,,,,,,,,,,
"Navarra, Comunidad Foral de, Spain",,,,,,,,,,,,,,
"Vestland, Norway",,,,,,,,,,,,,,
"Asunción, Paraguay",,,,,,,,,,,,,,
"Narathiwat, Thailand",,,,,,,,,,,,,,
"Al Mafraq, Jordan",,,,,,,,,,,,,,
"Tarija, Bolivia",,,,,,,,,,,,,,
"Mayuge, Uganda",,,,,,,,,,,,,,
"Kampot [Kâmpôt], Cambodia",,,,,,,,,,,,,,
"Nimba, Liberia",,,,,,,,,,,,,,
"Kāpīsā, Afghanistan",,,,,,,,,,,,,,
"Western Equatoria, South Sudan",,,,,,,,,,,,,,
"Şırnak, Turkey",,,,,,,,,,,,,,
"Kütahya, Turkey",,,,,,,,,,,,,,
"Olomoucký kraj, Czech Republic",,,,,,,,,,,,,,
"Canterbury, New Zealand",,,,,,,,,,,,,,
"Suceava, Romania",,,,,,,,,,,,,,
"Guelma, Algeria",,,,,,,,,,,,,,
"Gambēla Hizboch, Ethiopia",,,,,,,,,,,,,,
"Gaza, State of Palestine",,,,,,,,,,,,,,
"Paktīkā, Afghanistan",,,,,,,,,,,,,,
"Kamuli, Uganda",,,,,,,,,,,,,,
"Ninh Thuận, Vietnam",,,,,,,,,,,,,,
"Mindoro Occidental, Philippines",,,,,,,,,,,,,,
"Lunda-Sul, Angola",,,,,,,,,,,,,,
"Panamá Oest, Panama",,,,,,,,,,,,,,
"Quindío, Colombia",,,,,,,,,,,,,,
"Chimbu, Papua New Guinea",,,,,,,,,,,,,,
"Karuzi, Burundi",,,,,,,,,,,,,,
"Jiwaka, Papua New Guinea",,,,,,,,,,,,,,
"Ḩā'il, Saudi Arabia",,,,,,,,,,,,,,
"Anatolikí Makedonía kai Thráki, Greece",,,,,,,,,,,,,,
"Kirinyaga, Kenya",,,,,,,,,,,,,,
"Pskovskaya oblast', Russia",,,,,,,,,,,,,,
"Argeş, Romania",,,,,,,,,,,,,,
"Formosa, Argentina",,,,,,,,,,,,,,
"Lakes, South Sudan",,,,,,,,,,,,,,
"Ntungamo, Uganda",,,,,,,,,,,,,,
"Sīlā, Chad",,,,,,,,,,,,,,
"Salima, Malawi",,,,,,,,,,,,,,
"Dāykundī, Afghanistan",,,,,,,,,,,,,,
"Trenčiansky kraj, Slovakia",,,,,,,,,,,,,,
"Nordjylland, Denmark",,,,,,,,,,,,,,
"Batys Qazaqstan oblysy, Kazakhstan",,,,,,,,,,,,,,
"Sa Kaeo, Thailand",,,,,,,,,,,,,,
"Loei, Thailand",,,,,,,,,,,,,,
"Kon Tum, Vietnam",,,,,,,,,,,,,,
"Saint Andrew, Jamaica",,,,,,,,,,,,,,
"Çorum, Turkey",,,,,,,,,,,,,,
"Chişinău, Moldova",,,,,,,,,,,,,,
"Ouham-Pendé, Central African Republic",,,,,,,,,,,,,,
"Comayagua, Honduras",,,,,,,,,,,,,,
"Totonicapán, Guatemala",,,,,,,,,,,,,,
"Matagalpa, Nicaragua",,,,,,,,,,,,,,
"Çanakkale, Turkey",,,,,,,,,,,,,,
"Roraima, Brazil",,,,,,,,,,,,,,
"Olancho, Honduras",,,,,,,,,,,,,,
"Lōgar, Afghanistan",,,,,,,,,,,,,,
"Adrar, Algeria",,,,,,,,,,,,,,
"Hodh ech Chargui, Mauritania",,,,,,,,,,,,,,
"Tungurahua, Ecuador",,,,,,,,,,,,,,
"Bacău, Romania",,,,,,,,,,,,,,
"Osmaniye, Turkey",,,,,,,,,,,,,,
"Hajdú-Bihar, Hungary",,,,,,,,,,,,,,
"Kareliya, Respublika, Russia",,,,,,,,,,,,,,
"Wyoming, USA",0.10735522256657233,,0.36196364235453343,0.325922489627271,0.3121138680181956,,,,0.6433649401333739,0.26016643301000464,0.09646862685662143,,,
"Pinar del Río, Cuba",,,,,,,,,,,,,,
"Novgorodskaya oblast', Russia",,,,,,,,,,,,,,
"Plzeňský kraj, Czech Republic",,,,,,,,,,,,,,
"Tottori, Japan",,,,,,,,,,,,,,
"Canelones, Uruguay",,,,,,,,,,,,,,
"Ihorombe, Madagascar",,,,,,,,,,,,,,
"Connaught, Ireland",,,,,,,,,,,,,,
"Atlántida, Honduras",,,,,,,,,,,,,,
"Szabolcs-Szatmár-Bereg, Hungary",,,,,,,,,,,,,,
"Rutana, Burundi",,,,,,,,,,,,,,
"Bihor, Romania",,,,,,,,,,,,,,
"Bulawayo, Zimbabwe",,,,,,,,,,,,,,
"Pattani, Thailand",,,,,,,,,,,,,,
"Groningen, Netherlands",,,,,,,,,,,,,,
"Macao, China",,,,,,,,,,,,,,
"Chikwawa, Malawi",,,,,,,,,,,,,,
"Kärnten, Austria",,,,,,,,,,,,,,
"East Sepik, Papua New Guinea",,,,,,,,,,,,,,
"Kyenjojo, Uganda",,,,,,,,,,,,,,
"Sédhiou, Senegal",,,,,,,,,,,,,,
"Luwero, Uganda",,,,,,,,,,,,,,
"Zlínský kraj, Czech Republic",,,,,,,,,,,,,,
"Trnavský kraj, Slovakia",,,,,,,,,,,,,,
"Nueva Esparta, Venezuela",,,,,,,,,,,,,,
"Kamwenge, Uganda",,,,,,,,,,,,,,
"Hiiraan, Somalia",,,,,,,,,,,,,,
"Saint Catherine, Jamaica",,,,,,,,,,,,,,
"Nabatîyé, Lebanon",,,,,,,,,,,,,,
"Ahafo, Ghana",,,,,,,,,,,,,,
"Santa Ana, El Salvador",,,,,,,,,,,,,,
"Hậu Giang, Vietnam",,,,,,,,,,,,,,
"Salzburg, Austria",,,,,,,,,,,,,,
"Cartago, Costa Rica",,,,,,,,,,,,,,
"Wellington, New Zealand",,,,,,,,,,,,,,
"Kauno apskritis, Lithuania",,,,,,,,,,,,,,
"Sololá, Guatemala",,,,,,,,,,,,,,
"Tasmania, Australia",,,,,,,,,,,,,,
"Nakhon Phanom, Thailand",,,,,,,,,,,,,,
"Cantabria, Spain",,,,,,,,,,,,,,
"Khakasiya, Respublika, Russia",,,,,,,,,,,,,,
"Pelopónnisos, Greece",,,,,,,,,,,,,,
"Tokat, Turkey",,,,,,,,,,,,,,
"Grande'Anse, Haiti",,,,,,,,,,,,,,
"Costa Caribe Norte, Nicaragua",,,,,,,,,,,,,,
"Nong Bua Lam Phu, Thailand",,,,,,,,,,,,,,
"Souk Ahras, Algeria",,,,,,,,,,,,,,
"Trang, Thailand",,,,,,,,,,,,,,
"Az Zāwiyah, Libya",,,,,,,,,,,,,,
"Jinotega, Nicaragua",,,,,,,,,,,,,,
"Mureş, Romania",,,,,,,,,,,,,,
"Las Tunas, Cuba",,,,,,,,,,,,,,
"Braşov, Romania",,,,,,,,,,,,,,
"Samangān, Afghanistan",,,,,,,,,,,,,,
"Cao Bằng, Vietnam",,,,,,,,,,,,,,
"Laikipia, Kenya",,,,,,,,,,,,,,
"Jinja, Uganda",,,,,,,,,,,,,,
"Kānim, Chad",,,,,,,,,,,,,,
"Eastern Samar, Philippines",,,,,,,,,,,,,,
"Maseru, Lesotho",,,,,,,,,,,,,,
"Královéhradecký kraj, Czech Republic",,,,,,,,,,,,,,
"Yamalo-Nenentskiy avtonomnyy okrug, Russia",,,,,,,,,,,,,,
"Uruzgān, Afghanistan",,,,,,,,,,,,,,
"Santa Bárbara, Honduras",,,,,,,,,,,,,,
"Caquetá, Colombia",,,,,,,,,,,,,,
"Phatthalung, Thailand",,,,,,,,,,,,,,
"Tak, Thailand",,,,,,,,,,,,,,
"Skopje, North Macedonia",,,,,,,,,,,,,,
"Haut-Ogooué, Gabon",,,,,,,,,,,,,,
"Karachayevo-Cherkesskaya Respublika, Russia",,,,,,,,,,,,,,
"San Luis, Argentina",,,,,,,,,,,,,,
"Buikwe, Uganda",,,,,,,,,,,,,,
"Atyraū oblysy, Kazakhstan",,,,,,,,,,,,,,
"Al Jawf, Saudi Arabia",,,,,,,,,,,,,,
"Huancavelica, Peru",,,,,,,,,,,,,,
"Stereá Elláda, Greece",,,,,,,,,,,,,,
"Heredia, Costa Rica",,,,,,,,,,,,,,
"Balkan, Turkmenistan",,,,,,,,,,,,,,
"Basilicata, Italy",,,,,,,,,,,,,,
"Galguduud, Somalia",,,,,,,,,,,,,,
"Dirē Dawa, Ethiopia",,,,,,,,,,,,,,
"Médenine, Tunisia",,,,,,,,,,,,,,
"Ramallah, State of Palestine",,,,,,,,,,,,,,
"Kagadi, Uganda",,,,,,,,,,,,,,
"Gedo, Somalia",,,,,,,,,,,,,,
"Guantánamo, Cuba",,,,,,,,,,,,,,
"Khorāsān-e Jonūbī, Iran",,,,,,,,,,,,,,
"Malta, Malta",,,,,,,,,,,,,,
"Galaţi, Romania",,,,,,,,,,,,,,
"Sankt Gallen, Switzerland",,,,,,,,,,,,,,
"Chiriquí, Panama",,,,,,,,,,,,,,
"Pirkanmaa, Finland",,,,,,,,,,,,,,
"Louangphabang, Laos",,,,,,,,,,,,,,
"Ysyk-Köl, Kyrgyzstan",,,,,,,,,,,,,,
"Newfoundland and Labrador, Canada",,0.03759617747559992,,,,0.32345780312691036,0.3321379500944805,0.34440424677860915,,,,0.6564072265374757,0.2552002778647803,0.08839249559774388
"Sanaag, Somalia",,,,,,,,,,,,,,
"Waikato, New Zealand",,,,,,,,,,,,,,
"Chimborazo, Ecuador",,,,,,,,,,,,,,
"Drenthe, Netherlands",,,,,,,,,,,,,,
"Izabal, Guatemala",,,,,,,,,,,,,,
"Elgeyo/Marakwet, Kenya",,,,,,,,,,,,,,
"Ouham, Central African Republic",,,,,,,,,,,,,,
"Jutiapa, Guatemala",,,,,,,,,,,,,,
"Artemisa, Cuba",,,,,,,,,,,,,,
"Apure, Venezuela",,,,,,,,,,,,,,
"Pardubický kraj, Czech Republic",,,,,,,,,,,,,,
"Sonsonate, El Salvador",,,,,,,,,,,,,,
"Bururi, Burundi",,,,,,,,,,,,,,
"Khenchela, Algeria",,,,,,,,,,,,,,
"Jeju-teukbyeoljachido, South Korea",,,,,,,,,,,,,,
"Salavan, Laos",,,,,,,,,,,,,,
"National Capital District (Port Moresby), Papua New Guinea",,,,,,,,,,,,,,
"Bugiri, Uganda",,,,,,,,,,,,,,
"Bakool, Somalia",,,,,,,,,,,,,,
"Shamāl Sīnā’, Egypt",,,,,,,,,,,,,,
"El Paraíso, Honduras",,,,,,,,,,,,,,
"Lira, Uganda",,,,,,,,,,,,,,
"Điện Biên, Vietnam",,,,,,,,,,,,,,
"Loja, Ecuador",,,,,,,,,,,,,,
"Chocó, Colombia",,,,,,,,,,,,,,
"Varna, Bulgaria",,,,,,,,,,,,,,
"Z̧ufār, Oman",,,,,,,,,,,,,,
"Melaky, Madagascar",,,,,,,,,,,,,,
"Al Marqab, Libya",,,,,,,,,,,,,,
"Ingushskaya, Respublika, Russia",,,,,,,,,,,,,,
"Imereti, Georgia",,,,,,,,,,,,,,
"Kampong Chhnang [Kâmpóng Chhnang], Cambodia",,,,,,,,,,,,,,
"Vysočina, Czech Republic",,,,,,,,,,,,,,
"Ñuble, Chile",,,,,,,,,,,,,,
"Đắk Nông, Vietnam",,,,,,,,,,,,,,
"Dâmboviţa, Romania",,,,,,,,,,,,,,
"Chin, Myanmar",,,,,,,,,,,,,,
"Bács-Kiskun, Hungary",,,,,,,,,,,,,,
"Batken, Kyrgyzstan",,,,,,,,,,,,,,
"Nueva Vizcaya, Philippines",,,,,,,,,,,,,,
"Cuando Cubango, Angola",,,,,,,,,,,,,,
"Phichit, Thailand",,,,,,,,,,,,,,
"Awdal, Somalia",,,,,,,,,,,,,,
"Western Highlands, Papua New Guinea",,,,,,,,,,,,,,
"Haute-Sangha/Mambéré-Kadéï, Central African Republic",,,,,,,,,,,,,,
"Chumphon, Thailand",,,,,,,,,,,,,,
"Lamphun, Thailand",,,,,,,,,,,,,,
"Genève, Switzerland",,,,,,,,,,,,,,
"Oyam, Uganda",,,,,,,,,,,,,,
"Cotopaxi, Ecuador",,,,,,,,,,,,,,
"Phrae, Thailand",,,,,,,,,,,,,,
"Apac, Uganda",,,,,,,,,,,,,,
"Uttaradit, Thailand",,,,,,,,,,,,,,
"Maracha, Uganda",,,,,,,,,,,,,,
"Ghardaïa, Algeria",,,,,,,,,,,,,,
"Janūb al Bāţinah, Oman",,,,,,,,,,,,,,
"Naxçıvan, Azerbaijan",,,,,,,,,,,,,,
"Rogaland, Norway",,,,,,,,,,,,,,
"Lefkosia [Lefkoşa], Cyprus",,,,,,,,,,,,,,
"Maramureş, Romania",,,,,,,,,,,,,,
"Phetchaburi, Thailand",,,,,,,,,,,,,,
